ID Log,Timestamp,Server ID,CPU Usage (%),Memory Usage (%),Disk Usage (%),Response Time (ms),Error Code,Status Layanan
LOG0902,2025-07-13 13:17,SRV013,20.2,85.73,36.83,426.93,502.0,Timeout
LOG0903,2025-07-02 01:30,SRV008,11.29,96.03,78.39,731.66,504.0,Normal
LOG0904,2025-07-13 23:00,SRV005,5.26,31.62,24.71,284.93,404.0,Timeout
LOG0905,2025-06-04 17:59,SRV008,62.65,13.52,95.44,681.25,502.0,Normal
LOG0906,2025-06-20 18:56,SRV012,13.42,94.05,51.33,51.28,500.0,Degraded
LOG0907,2025-07-08 02:23,SRV007,18.06,6.86,16.25,307.67,200.0,Down
LOG0908,2025-07-09 02:37,SRV009,76.42,91.99,5.12,749.79,404.0,Timeout
LOG0909,2025-06-08 19:12,SRV006,79.18,26.29,82.53,928.41,200.0,Degraded
LOG0910,2025-06-14 16:09,SRV018,59.05,85.67,77.2,462.87,200.0,Normal
LOG0911,2025-07-11 02:41,SRV013,84.85,16.33,36.18,939.67,503.0,Normal
LOG0912,2025-06-09 11:40,SRV004,47.47,84.94,33.99,466.28,503.0,Normal
LOG0913,2025-06-28 21:42,SRV002,90.69,97.89,5.18,310.35,404.0,Timeout
LOG0914,2025-06-14 11:46,SRV003,80.48,13.49,51.55,178.03,200.0,Degraded
LOG0915,2025-06-28 08:58,SRV003,86.57,29.94,45.13,65.11,504.0,Down
LOG0916,2025-07-03 20:44,SRV016,39.26,18.44,30.5,712.77,200.0,Normal
LOG0917,2025-06-12 23:59,SRV005,32.08,34.07,75.69,483.06,503.0,Normal
LOG0918,2025-06-23 03:39,SRV002,30.18,57.06,64.49,605.06,503.0,Degraded
LOG0919,2025-06-24 06:51,SRV007,10.83,46.49,79.09,929.13,500.0,Normal
LOG0920,2025-06-22 19:29,SRV001,81.37,86.84,73.37,187.93,500.0,Down
LOG0921,2025-06-01 08:33,SRV020,18.32,39.05,7.9,452.09,503.0,Normal
LOG0922,2025-07-04 19:02,SRV014,29.4,89.94,2.22,111.83,500.0,Degraded
LOG0923,2025-06-29 16:22,SRV017,8.35,22.34,64.01,771.05,200.0,Timeout
LOG0924,2025-06-28 14:15,SRV006,33.48,55.51,81.96,599.65,502.0,Down
LOG0925,2025-07-13 10:42,SRV008,92.17,32.53,60.36,203.14,502.0,Degraded
LOG0926,2025-06-08 11:45,SRV003,67.7,92.45,1.35,213.96,500.0,Degraded
LOG0927,2025-06-03 03:29,SRV014,30.06,10.33,69.66,877.53,404.0,Timeout
LOG0928,2025-06-21 16:25,SRV016,62.71,63.56,46.01,948.67,404.0,Degraded
LOG0929,2025-07-13 18:05,SRV014,81.24,90.74,96.35,53.05,502.0,Degraded
LOG0930,2025-07-19 10:54,SRV006,15.5,8.51,11.4,458.61,502.0,Timeout
LOG0931,2025-07-24 14:08,SRV005,52.7,65.36,19.15,80.01,502.0,Degraded
LOG0932,2025-06-02 02:56,SRV019,97.85,66.67,17.19,693.24,500.0,Degraded
LOG0933,2025-07-06 11:38,SRV001,70.33,57.53,41.69,215.77,503.0,Normal
LOG0934,2025-07-09 03:33,SRV001,42.29,94.36,79.36,423.17,503.0,Normal
LOG0935,2025-06-07 00:41,SRV017,71.47,83.48,49.85,123.83,500.0,Degraded
LOG0936,2025-07-18 18:56,SRV017,64.74,31.03,82.73,853.56,504.0,Timeout
LOG0937,2025-06-15 12:06,SRV019,61.58,73.8,46.83,148.21,504.0,Degraded
LOG0938,2025-07-15 22:14,SRV006,6.36,45.87,49.04,432.09,200.0,Down
LOG0939,2025-06-07 15:26,SRV008,52.03,47.3,33.46,838.28,500.0,Degraded
LOG0940,2025-07-12 03:31,SRV019,68.75,13.64,11.52,429.42,200.0,Degraded
LOG0941,2025-07-16 13:14,SRV019,12.72,16.31,6.64,242.43,404.0,Degraded
LOG0942,2025-06-22 21:47,SRV007,55.09,21.07,41.07,759.41,502.0,Down
LOG0943,2025-07-30 23:58,SRV005,8.27,62.72,68.95,795.92,503.0,Timeout
LOG0944,2025-07-07 12:14,SRV005,12.49,27.58,42.18,327.79,404.0,Degraded
LOG0945,2025-06-15 01:07,SRV016,22.41,40.93,45.89,278.61,500.0,Down
LOG0946,2025-07-29 07:47,SRV003,5.58,39.8,19.73,501.67,200.0,Down
LOG0947,2025-06-22 02:43,SRV014,81.04,79.58,71.83,432.26,503.0,Down
LOG0948,2025-06-29 14:14,SRV004,68.28,1.82,5.44,63.0,503.0,Degraded
LOG0949,2025-07-19 09:58,SRV011,60.58,11.76,51.24,719.83,500.0,Degraded
LOG0950,2025-06-19 09:46,SRV003,44.54,35.62,57.26,298.6,504.0,Normal
LOG0951,2025-07-03 19:30,SRV020,15.31,70.72,32.04,114.11,502.0,Normal
LOG0952,2025-07-28 01:34,SRV009,3.64,89.63,28.5,554.18,502.0,Down
LOG0953,2025-06-10 14:21,SRV012,83.55,26.43,62.02,466.92,500.0,Down
LOG0954,2025-07-16 13:10,SRV002,33.64,44.53,44.1,999.46,500.0,Normal
LOG0955,2025-07-23 08:18,SRV001,3.82,8.08,76.26,551.9,502.0,Timeout
LOG0956,2025-06-15 18:33,SRV008,14.32,70.5,70.42,679.42,200.0,Timeout
LOG0957,2025-06-09 03:29,SRV001,78.11,4.55,71.88,880.85,200.0,Timeout
LOG0958,2025-06-12 02:54,SRV012,67.4,7.34,85.1,180.58,500.0,Normal
LOG0959,2025-06-29 04:22,SRV010,93.08,26.62,1.03,818.04,504.0,Timeout
LOG0960,2025-07-04 17:11,SRV020,5.97,56.49,89.84,227.41,504.0,Normal
LOG0961,2025-07-09 15:37,SRV004,85.97,80.65,83.8,832.99,503.0,Down
LOG0962,2025-06-15 04:44,SRV013,13.59,19.12,35.63,272.96,500.0,Timeout
LOG0963,2025-07-02 07:38,SRV011,69.48,91.58,62.42,708.98,404.0,Down
LOG0964,2025-07-21 07:53,SRV003,15.91,8.69,87.52,791.88,200.0,Down
LOG0965,2025-07-27 09:13,SRV014,87.02,10.23,33.06,536.94,404.0,Normal
LOG0966,2025-06-02 05:54,SRV008,4.7,24.89,65.5,99.92,503.0,Degraded
LOG0967,2025-06-22 18:40,SRV020,83.56,57.71,49.99,761.21,404.0,Timeout
LOG0968,2025-07-29 00:36,SRV014,46.93,36.88,48.6,158.35,502.0,Down
LOG0969,2025-07-04 12:49,SRV004,97.18,88.77,55.4,816.74,503.0,Degraded
LOG0970,2025-07-28 19:43,SRV004,6.91,48.31,48.17,965.01,404.0,Down
LOG0971,2025-07-06 04:29,SRV011,4.81,27.2,54.25,654.48,504.0,Degraded
LOG0972,2025-07-07 18:18,SRV019,23.0,74.84,68.81,834.27,200.0,Timeout
LOG0973,2025-06-21 14:46,SRV020,66.14,57.46,60.51,166.54,503.0,Down
LOG0974,2025-06-27 18:03,SRV016,13.53,12.06,32.31,752.4,502.0,Normal
LOG0975,2025-06-17 12:28,SRV001,95.48,42.3,10.48,710.66,503.0,Down
LOG0976,2025-06-02 07:43,SRV009,78.04,55.71,82.65,93.26,200.0,Timeout
LOG0977,2025-07-27 10:14,SRV004,84.41,77.38,72.79,850.0,504.0,Timeout
LOG0978,2025-06-26 21:07,SRV012,33.15,69.49,48.11,178.89,200.0,Timeout
LOG0979,2025-07-11 11:04,SRV007,1.51,80.22,12.87,226.47,503.0,Timeout
LOG0980,2025-07-29 22:54,SRV006,62.61,19.65,49.48,952.62,503.0,Down
LOG0981,2025-07-12 08:05,SRV019,63.22,17.33,55.27,101.9,200.0,Down
LOG0982,2025-06-19 11:55,SRV006,57.17,46.49,13.82,193.69,502.0,Degraded
LOG0983,2025-07-10 13:22,SRV013,92.89,2.95,19.98,612.44,500.0,Normal
LOG0984,2025-07-12 07:05,SRV005,65.92,45.42,93.2,949.45,200.0,Timeout
LOG0985,2025-07-08 16:20,SRV014,23.55,52.98,88.72,964.89,404.0,Normal
LOG0986,2025-06-14 11:58,SRV003,1.91,8.81,47.92,576.02,200.0,Timeout
LOG0987,2025-06-21 05:09,SRV003,91.41,18.82,65.2,258.88,504.0,Timeout
LOG0988,2025-07-16 01:29,SRV006,43.72,32.68,29.37,558.44,404.0,Normal
LOG0989,2025-06-04 20:00,SRV015,49.52,23.92,76.09,153.89,200.0,Down
LOG0990,2025-06-27 08:03,SRV008,12.55,29.57,96.97,50.04,404.0,Degraded
LOG0991,2025-07-23 23:14,SRV018,67.19,57.5,95.23,494.55,502.0,Timeout
LOG0992,2025-06-28 04:23,SRV009,78.83,60.35,69.56,912.55,502.0,Degraded
LOG0993,2025-07-13 17:46,SRV012,65.64,8.48,15.51,899.07,504.0,Normal
LOG0994,2025-07-28 15:56,SRV019,70.24,38.27,87.3,55.23,404.0,Normal
LOG0995,2025-07-22 12:20,SRV006,27.9,62.48,50.32,933.85,404.0,Degraded
LOG0996,2025-06-14 22:27,SRV011,31.1,6.65,8.16,380.55,503.0,Timeout
LOG0997,2025-06-03 02:10,SRV016,98.64,14.12,53.23,854.86,504.0,Normal
LOG0998,2025-06-25 08:39,SRV005,7.16,11.5,21.92,529.17,504.0,Normal
LOG0999,2025-07-24 22:13,SRV011,63.69,16.06,13.45,444.95,200.0,Normal
LOG1000,2025-06-10 13:59,SRV010,79.81,33.1,29.77,141.57,503.0,Degraded
LOG1001,2025-06-21 06:02,SRV012,60.12,74.93,18.59,514.43,500.0,Timeout
LOG1002,2025-07-23 02:41,SRV014,5.14,2.95,40.72,794.44,504.0,Timeout
LOG1003,2025-07-12 11:28,SRV001,45.89,14.6,18.4,969.61,500.0,Down
LOG1004,2025-06-07 17:37,SRV017,18.76,62.2,93.93,773.53,504.0,Normal
LOG1005,2025-07-04 07:46,SRV020,56.79,32.52,72.43,680.59,200.0,Degraded
LOG1006,2025-07-29 21:19,SRV002,61.34,94.24,66.51,747.25,502.0,Timeout
LOG1007,2025-07-29 06:09,SRV017,9.96,4.86,30.43,265.76,502.0,Down
LOG1008,2025-06-23 14:42,SRV019,50.12,48.32,60.12,113.25,404.0,Down
LOG1009,2025-06-16 13:52,SRV019,27.79,69.58,8.68,156.03,200.0,Down
LOG1010,2025-06-06 19:27,SRV007,85.24,11.12,5.21,308.34,503.0,Degraded
LOG1011,2025-07-29 22:39,SRV009,9.01,84.85,37.25,724.29,503.0,Timeout
LOG1012,2025-07-04 13:52,SRV014,68.58,41.41,15.71,479.99,404.0,Degraded
LOG1013,2025-06-26 19:15,SRV001,27.75,25.74,13.67,839.29,200.0,Normal
LOG1014,2025-07-14 16:36,SRV003,16.88,22.6,37.81,416.54,504.0,Down
LOG1015,2025-07-10 00:56,SRV012,13.41,10.77,7.77,339.38,504.0,Down
LOG1016,2025-07-06 22:23,SRV009,56.98,48.64,74.15,294.08,502.0,Degraded
LOG1017,2025-07-18 09:07,SRV001,62.05,7.81,93.18,310.52,504.0,Normal
LOG1018,2025-06-29 05:34,SRV012,46.97,20.95,46.85,405.83,200.0,Down
LOG1019,2025-07-21 07:23,SRV017,48.36,43.88,89.34,374.61,200.0,Down
LOG1020,2025-06-27 01:56,SRV014,61.78,79.83,61.37,794.08,502.0,Normal
LOG1021,2025-06-10 20:01,SRV014,76.52,36.83,6.83,919.89,404.0,Timeout
LOG1022,2025-07-02 21:11,SRV005,48.01,36.79,23.44,97.41,503.0,Degraded
LOG1023,2025-07-13 11:33,SRV001,21.9,66.4,38.21,514.38,503.0,Degraded
LOG1024,2025-07-11 20:09,SRV015,9.68,98.11,99.3,526.33,503.0,Down
LOG1025,2025-07-02 09:44,SRV006,55.48,78.13,30.4,618.48,200.0,Normal
LOG1026,2025-06-06 15:43,SRV016,80.12,45.92,6.53,390.09,503.0,Down
LOG1027,2025-07-25 04:23,SRV018,12.03,91.88,44.62,678.05,504.0,Timeout
LOG1028,2025-06-07 21:18,SRV001,94.17,76.23,80.14,108.85,504.0,Down
LOG1029,2025-07-08 20:07,SRV006,5.76,68.63,60.88,416.26,504.0,Down
LOG1030,2025-06-02 17:23,SRV018,77.65,49.1,72.84,148.38,504.0,Down
LOG1031,2025-06-24 09:02,SRV004,4.57,95.25,67.97,368.38,500.0,Timeout
LOG1032,2025-07-06 07:19,SRV020,81.56,40.32,37.84,716.19,502.0,Down
LOG1033,2025-06-27 20:23,SRV017,68.82,18.78,84.67,468.64,404.0,Normal
LOG1034,2025-07-09 02:22,SRV013,26.71,45.99,67.66,356.46,504.0,Timeout
LOG1035,2025-06-17 15:09,SRV008,63.95,33.67,23.3,248.34,504.0,Timeout
LOG1036,2025-06-18 11:55,SRV020,80.13,13.97,52.22,100.24,504.0,Normal
LOG1037,2025-06-09 16:22,SRV005,95.08,6.54,2.38,462.86,504.0,Normal
LOG1038,2025-07-06 19:11,SRV005,44.67,59.91,70.0,193.53,502.0,Timeout
LOG1039,2025-06-26 10:08,SRV005,48.24,5.31,65.74,181.77,200.0,Degraded
LOG1040,2025-07-11 09:35,SRV010,56.92,13.56,77.6,180.11,503.0,Timeout
LOG1041,2025-07-27 06:45,SRV001,69.03,76.16,36.33,136.3,502.0,Degraded
LOG1042,2025-07-20 06:35,SRV008,80.93,80.77,15.76,987.81,500.0,Down
LOG1043,2025-07-17 00:53,SRV014,39.99,1.09,7.73,530.48,502.0,Normal
LOG1044,2025-06-11 03:35,SRV006,24.01,52.48,70.3,217.34,504.0,Timeout
LOG1045,2025-07-22 06:02,SRV006,65.61,27.37,23.69,404.18,502.0,Timeout
LOG1046,2025-06-06 16:16,SRV016,78.05,78.63,72.65,408.9,200.0,Normal
LOG1047,2025-06-05 02:55,SRV009,57.76,33.83,25.47,773.6,200.0,Timeout
LOG1048,2025-07-01 07:46,SRV014,33.44,24.48,96.59,378.68,404.0,Down
LOG1049,2025-07-26 18:46,SRV020,50.39,49.78,2.63,612.17,502.0,Timeout
LOG1050,2025-06-26 16:47,SRV013,79.49,12.9,39.35,615.92,200.0,Timeout
LOG1051,2025-07-08 01:44,SRV012,37.96,11.53,9.4,182.68,404.0,Timeout
LOG1052,2025-06-28 15:03,SRV003,88.38,87.08,46.54,755.54,502.0,Timeout
LOG1053,2025-06-05 13:46,SRV007,99.31,76.97,26.65,143.58,404.0,Normal
LOG1054,2025-07-15 12:30,SRV009,36.39,62.15,58.52,764.8,200.0,Down
LOG1055,2025-06-07 11:06,SRV020,87.22,31.44,50.85,586.1,502.0,Timeout
LOG1056,2025-07-19 22:47,SRV020,40.36,31.48,22.76,356.4,200.0,Normal
LOG1057,2025-07-02 11:57,SRV008,28.01,66.5,43.89,415.6,404.0,Normal
LOG1058,2025-06-02 02:15,SRV013,24.7,27.53,51.81,917.08,502.0,Normal
LOG1059,2025-07-28 21:35,SRV006,24.39,85.23,93.4,986.53,404.0,Down
LOG1060,2025-07-01 00:00,SRV001,27.98,95.39,11.68,76.97,502.0,Degraded
LOG1061,2025-07-07 12:28,SRV013,21.53,58.85,55.68,221.93,404.0,Degraded
LOG1062,2025-07-17 05:34,SRV020,39.17,85.55,6.38,951.47,503.0,Degraded
LOG1063,2025-07-23 03:41,SRV008,32.7,34.65,10.16,568.2,200.0,Normal
LOG1064,2025-06-14 17:51,SRV007,4.26,57.4,94.84,379.94,404.0,Degraded
LOG1065,2025-07-17 18:38,SRV017,8.98,52.61,34.04,633.36,504.0,Timeout
LOG1066,2025-06-22 07:35,SRV003,56.95,90.75,69.13,144.87,404.0,Timeout
LOG1067,2025-06-23 10:11,SRV016,43.07,71.35,39.3,521.02,404.0,Down
LOG1068,2025-06-17 21:48,SRV007,44.59,2.76,52.42,229.86,502.0,Degraded
LOG1069,2025-06-12 04:12,SRV010,59.25,13.92,73.27,669.1,404.0,Down
LOG1070,2025-06-18 08:31,SRV005,42.3,74.75,14.42,222.27,404.0,Timeout
LOG1071,2025-06-16 08:09,SRV008,91.61,23.23,63.35,846.6,504.0,Degraded
LOG1072,2025-07-26 18:26,SRV020,89.43,76.37,9.69,308.74,500.0,Timeout
LOG1073,2025-07-09 16:34,SRV019,57.79,33.83,11.97,251.87,502.0,Down
LOG1074,2025-07-21 20:59,SRV001,61.84,56.37,14.97,535.39,500.0,Normal
LOG1075,2025-07-01 21:22,SRV010,33.63,44.52,84.44,249.46,500.0,Normal
LOG1076,2025-06-01 20:08,SRV020,55.3,22.32,67.2,607.86,200.0,Degraded
LOG1077,2025-06-10 08:45,SRV010,30.68,45.61,56.79,561.67,500.0,Normal
LOG1078,2025-07-10 16:49,SRV019,40.09,66.99,29.45,681.16,503.0,Down
LOG1079,2025-07-07 13:26,SRV010,36.18,26.15,58.77,228.99,404.0,Degraded
LOG1080,2025-07-01 15:50,SRV019,18.13,33.08,4.82,677.59,502.0,Degraded
LOG1081,2025-07-09 05:32,SRV001,82.85,72.01,31.17,212.09,503.0,Timeout
LOG1082,2025-07-25 03:46,SRV003,12.82,29.88,84.35,171.44,500.0,Degraded
LOG1083,2025-06-13 01:34,SRV015,47.01,65.87,50.9,942.32,200.0,Normal
LOG1084,2025-07-26 13:59,SRV020,15.51,9.21,44.75,747.88,404.0,Normal
LOG1085,2025-07-18 11:01,SRV015,18.82,5.14,31.46,631.46,200.0,Down
LOG1086,2025-06-17 03:11,SRV020,73.85,54.14,15.82,247.74,503.0,Normal
LOG1087,2025-07-14 10:01,SRV019,33.25,43.01,82.06,287.01,200.0,Normal
LOG1088,2025-06-13 00:48,SRV016,34.3,40.67,6.88,124.52,200.0,Timeout
LOG1089,2025-06-20 13:26,SRV009,35.18,31.11,87.46,998.17,500.0,Down
LOG1090,2025-07-19 02:20,SRV005,39.61,22.52,24.01,303.28,504.0,Degraded
LOG1091,2025-06-04 23:22,SRV005,85.46,7.75,28.69,411.61,504.0,Degraded
LOG1092,2025-06-09 21:00,SRV019,71.33,4.58,22.94,764.48,500.0,Timeout
LOG1093,2025-07-19 13:34,SRV008,84.37,37.01,19.69,968.9,200.0,Degraded
LOG1094,2025-06-23 12:42,SRV014,92.83,88.59,21.73,346.25,500.0,Normal
LOG1095,2025-06-08 01:13,SRV013,30.31,21.5,12.16,591.95,200.0,Down
LOG1096,2025-07-27 22:36,SRV015,66.14,53.19,5.65,504.02,504.0,Down
LOG1097,2025-07-08 19:29,SRV002,96.11,58.54,54.86,76.78,404.0,Down
LOG1098,2025-06-16 01:13,SRV003,96.17,24.56,5.69,163.74,500.0,Degraded
LOG1099,2025-07-06 07:19,SRV019,14.2,91.06,92.18,450.46,502.0,Normal
LOG1100,2025-06-28 23:13,SRV004,29.72,25.01,96.35,886.08,500.0,Degraded
LOG1101,2025-06-18 09:11,SRV004,44.78,65.3,27.91,760.37,503.0,Timeout
LOG1102,2025-06-29 00:01,SRV020,88.82,1.7,76.81,985.01,503.0,Normal
LOG1103,2025-07-10 15:55,SRV013,27.62,40.93,25.5,315.36,404.0,Down
LOG1104,2025-06-11 13:59,SRV018,8.05,99.27,13.93,627.14,504.0,Timeout
LOG1105,2025-06-02 13:07,SRV009,22.97,59.88,29.52,380.74,200.0,Timeout
LOG1106,2025-06-23 03:28,SRV005,32.19,44.6,19.8,732.76,500.0,Normal
LOG1107,2025-07-06 17:41,SRV008,30.19,24.24,48.54,967.56,404.0,Down
LOG1108,2025-06-24 01:56,SRV014,96.88,86.61,38.69,643.61,503.0,Degraded
LOG1109,2025-07-10 08:39,SRV008,96.46,7.08,35.63,555.56,500.0,Down
LOG1110,2025-07-24 10:08,SRV015,4.29,77.84,85.96,789.8,502.0,Degraded
LOG1111,2025-06-18 08:45,SRV004,14.55,57.31,97.47,990.66,404.0,Degraded
LOG1112,2025-07-07 19:31,SRV014,25.1,77.06,12.39,450.37,200.0,Down
LOG1113,2025-07-03 14:17,SRV009,18.73,98.88,10.48,757.89,504.0,Down
LOG1114,2025-06-24 18:40,SRV002,7.82,61.71,26.51,608.44,500.0,Down
LOG1115,2025-06-02 00:27,SRV016,79.94,35.27,21.98,139.56,200.0,Timeout
LOG1116,2025-07-04 08:39,SRV017,19.72,80.1,25.38,672.95,503.0,Down
LOG1117,2025-06-07 00:43,SRV017,5.58,17.17,51.79,711.54,404.0,Down
LOG1118,2025-07-15 04:08,SRV008,90.31,25.18,47.15,489.64,200.0,Normal
LOG1119,2025-07-03 17:39,SRV004,7.95,60.76,80.92,665.45,500.0,Degraded
LOG1120,2025-07-24 18:34,SRV011,41.63,82.44,47.84,959.74,503.0,Down
LOG1121,2025-06-06 15:13,SRV001,74.12,30.58,18.38,828.55,200.0,Down
LOG1122,2025-06-18 22:39,SRV001,39.08,86.74,96.67,515.71,504.0,Down
LOG1123,2025-06-15 01:29,SRV019,74.21,36.78,49.59,663.4,504.0,Degraded
LOG1124,2025-06-06 15:54,SRV013,72.75,68.86,18.35,155.39,504.0,Down
LOG1125,2025-07-25 07:11,SRV006,68.12,75.71,3.85,880.46,502.0,Timeout
LOG1126,2025-06-13 00:45,SRV008,32.47,41.91,36.62,506.84,502.0,Timeout
LOG1127,2025-06-01 16:27,SRV015,54.89,20.64,42.13,301.21,503.0,Normal
LOG1128,2025-06-04 15:50,SRV004,30.05,5.71,5.12,724.74,500.0,Timeout
LOG1129,2025-06-06 06:58,SRV015,90.37,80.51,32.97,859.41,200.0,Down
LOG1130,2025-06-29 09:49,SRV006,58.61,97.6,26.73,195.34,502.0,Timeout
LOG1131,2025-06-21 00:28,SRV011,11.6,5.82,21.45,560.71,500.0,Down
LOG1132,2025-06-03 16:59,SRV005,77.33,59.47,58.32,736.62,200.0,Down
LOG1133,2025-07-17 03:28,SRV001,82.84,57.16,34.84,523.86,500.0,Down
LOG1134,2025-06-24 15:36,SRV003,61.89,71.74,94.34,452.97,503.0,Timeout
LOG1135,2025-06-15 21:16,SRV017,95.83,26.6,90.44,167.26,200.0,Timeout
LOG1136,2025-06-20 20:31,SRV009,16.39,79.41,7.82,422.79,503.0,Degraded
LOG1137,2025-06-24 01:16,SRV003,47.2,72.52,65.31,993.29,503.0,Degraded
LOG1138,2025-07-16 14:13,SRV012,64.82,92.18,92.92,996.25,200.0,Timeout
LOG1139,2025-07-28 23:02,SRV012,9.26,59.82,94.89,164.8,502.0,Degraded
LOG1140,2025-07-24 04:24,SRV016,66.85,24.52,1.51,574.92,200.0,Timeout
LOG1141,2025-07-23 07:53,SRV005,68.34,52.84,19.01,321.2,200.0,Degraded
LOG1142,2025-06-26 01:42,SRV012,1.87,96.98,26.81,554.5,404.0,Down
LOG1143,2025-06-03 04:23,SRV005,65.2,86.87,36.11,319.31,502.0,Degraded
LOG1144,2025-07-26 01:57,SRV001,26.67,30.28,73.7,68.43,500.0,Normal
LOG1145,2025-07-12 10:03,SRV011,78.01,25.53,41.3,332.26,500.0,Timeout
LOG1146,2025-06-19 07:52,SRV014,35.19,98.13,27.54,771.99,200.0,Degraded
LOG1147,2025-06-26 08:21,SRV008,13.61,12.59,74.19,115.43,504.0,Timeout
LOG1148,2025-06-25 00:15,SRV016,36.08,7.36,52.54,372.78,504.0,Normal
LOG1149,2025-06-09 01:57,SRV018,47.9,88.64,43.86,604.09,404.0,Down
LOG1150,2025-07-07 19:41,SRV012,39.95,98.93,61.52,946.27,200.0,Down
LOG1151,2025-06-29 11:33,SRV016,84.07,62.79,92.48,205.19,500.0,Timeout
LOG1152,2025-06-12 19:36,SRV010,21.2,35.01,2.03,506.22,504.0,Down
LOG1153,2025-06-27 06:42,SRV003,87.54,24.96,73.93,689.93,503.0,Degraded
LOG1154,2025-06-08 04:50,SRV007,8.6,14.98,8.66,997.31,504.0,Timeout
LOG1155,2025-06-03 15:03,SRV013,41.66,18.57,80.41,430.98,503.0,Timeout
LOG1156,2025-06-05 11:39,SRV003,74.81,36.68,40.29,920.74,502.0,Degraded
LOG1157,2025-07-12 03:25,SRV010,76.17,37.78,99.4,871.96,404.0,Normal
LOG1158,2025-07-26 18:37,SRV009,94.44,42.26,47.6,453.9,200.0,Degraded
LOG1159,2025-07-17 19:13,SRV017,96.79,11.34,74.9,718.78,502.0,Normal
LOG1160,2025-06-16 09:38,SRV008,53.19,88.74,41.84,952.2,503.0,Normal
LOG1161,2025-06-05 18:07,SRV011,66.19,62.28,76.16,369.47,200.0,Down
LOG1162,2025-07-01 19:13,SRV009,82.94,21.56,1.35,60.51,404.0,Timeout
LOG1163,2025-06-06 04:53,SRV015,64.91,67.07,60.98,173.01,504.0,Down
LOG1164,2025-07-03 03:50,SRV006,37.61,94.37,5.28,670.97,500.0,Normal
LOG1165,2025-07-01 17:04,SRV010,23.29,50.01,25.19,111.66,503.0,Down
LOG1166,2025-07-22 17:11,SRV017,54.46,11.3,31.4,946.01,200.0,Down
LOG1167,2025-07-07 22:29,SRV014,6.29,26.91,50.8,417.25,502.0,Timeout
LOG1168,2025-07-04 12:58,SRV018,45.55,8.97,53.2,478.07,500.0,Timeout
LOG1169,2025-06-26 06:44,SRV009,42.27,12.58,97.52,762.67,200.0,Degraded
LOG1170,2025-06-08 17:32,SRV007,74.86,57.08,71.13,510.45,502.0,Timeout
LOG1171,2025-06-18 09:54,SRV020,97.5,16.24,40.51,212.87,502.0,Degraded
LOG1172,2025-06-07 03:13,SRV012,60.26,23.57,55.06,981.9,404.0,Down
LOG1173,2025-07-22 12:11,SRV007,68.9,12.57,82.82,771.35,502.0,Timeout
LOG1174,2025-06-08 05:55,SRV002,74.34,9.83,56.18,519.82,503.0,Degraded
LOG1175,2025-07-07 21:59,SRV018,12.52,80.96,66.0,327.57,502.0,Degraded
LOG1176,2025-07-29 02:23,SRV001,63.97,23.28,26.67,225.51,503.0,Normal
LOG1177,2025-06-14 08:19,SRV020,74.11,24.89,89.5,428.68,504.0,Timeout
LOG1178,2025-07-23 13:26,SRV003,33.47,13.02,4.52,805.43,502.0,Down
LOG1179,2025-07-25 00:31,SRV014,18.1,7.74,11.75,432.35,502.0,Down
LOG1180,2025-07-23 02:19,SRV012,83.07,58.85,81.17,310.41,503.0,Normal
LOG1181,2025-07-16 17:59,SRV017,92.84,17.67,6.51,395.85,504.0,Degraded
LOG1182,2025-07-19 08:59,SRV008,16.43,58.7,45.74,64.45,500.0,Normal
LOG1183,2025-07-29 05:15,SRV016,8.06,86.61,50.83,819.23,503.0,Normal
LOG1184,2025-06-24 06:27,SRV014,74.59,93.75,27.09,992.45,404.0,Timeout
LOG1185,2025-06-04 02:21,SRV012,14.37,8.55,64.68,923.96,500.0,Normal
LOG1186,2025-06-29 09:04,SRV002,55.71,11.52,1.96,321.2,503.0,Normal
LOG1187,2025-07-27 22:43,SRV005,73.86,90.17,54.69,477.53,500.0,Normal
LOG1188,2025-07-21 00:04,SRV002,50.23,22.69,1.52,746.52,500.0,Down
LOG1189,2025-06-07 06:12,SRV008,64.72,79.81,51.85,907.42,200.0,Degraded
LOG1190,2025-07-23 17:41,SRV015,46.35,1.09,71.47,986.87,503.0,Down
LOG1191,2025-06-20 20:06,SRV012,1.26,41.54,84.14,441.73,200.0,Normal
LOG1192,2025-06-19 18:11,SRV003,29.19,49.22,15.58,495.39,500.0,Down
LOG1193,2025-07-05 06:47,SRV013,38.19,83.82,92.11,474.7,504.0,Timeout
LOG1194,2025-06-28 04:35,SRV011,22.76,80.35,72.06,473.36,404.0,Down
LOG1195,2025-06-16 18:44,SRV006,70.71,97.8,72.07,745.28,404.0,Normal
LOG1196,2025-06-26 02:55,SRV005,4.52,21.49,74.1,90.57,503.0,Timeout
LOG1197,2025-07-24 02:44,SRV003,76.9,13.1,40.46,237.24,404.0,Normal
LOG1198,2025-06-12 17:09,SRV018,30.16,53.58,40.5,358.99,504.0,Degraded
LOG1199,2025-07-28 09:04,SRV010,63.42,51.06,30.66,834.23,504.0,Timeout
LOG1200,2025-07-01 17:16,SRV020,10.11,3.96,67.27,297.51,502.0,Timeout
LOG1201,2025-07-23 12:03,SRV010,14.18,30.98,47.55,130.74,503.0,Down
LOG1202,2025-07-24 19:48,SRV002,86.9,51.85,92.42,700.15,404.0,Degraded
