ID,Tanggal,Pelabuhan,Cuaca,Shift Kerja,Permintaan Barang (Kontainer),ETA (jam),Ketersediaan Armada
1212,2025-06-26,Makassar,Badai,Siang,218,43.58,74
1213,2025-07-29,Makassar,Badai,Malam,350,48.87,131
1214,2025-07-10,Makassar,Hujan Deras,Malam,477,17.14,33
1215,2025-06-04,Bitung,Hujan Deras,Malam,718,21.8,123
1216,2025-07-03,Bitung,Cerah,Malam,436,39.1,63
1217,2025-07-01,Tanjung Priok,Badai,Pagi,565,17.72,102
1218,2025-07-16,Tanjung Perak,Berawan,Pagi,736,26.31,15
1219,2025-07-06,Tanjung Priok,Hujan Ringan,Pagi,166,12.43,178
1220,2025-07-11,Tanjung Perak,Hujan Deras,Pagi,442,26.52,150
1221,2025-07-21,Tanjung Perak,Badai,Malam,484,24.23,177
1222,2025-06-22,Belawan,Badai,Siang,491,12.48,170
1223,2025-07-11,Tanjung Perak,Hujan Deras,Pagi,916,26.06,102
1224,2025-06-21,Tanjung Priok,Badai,Malam,242,16.27,132
1225,2025-07-03,Belawan,Badai,Siang,483,14.0,134
1226,2025-06-24,Bitung,Badai,Malam,426,29.36,31
1227,2025-06-10,Makassar,Berawan,Pagi,646,36.36,164
1228,2025-06-23,Tanjung Perak,Berawan,Malam,676,12.1,133
1229,2025-07-06,Tanjung Perak,Hujan Deras,Siang,474,14.03,104
1230,2025-06-17,Tanjung Priok,Cerah,Siang,717,13.2,186
1231,2025-07-26,Belawan,Berawan,Pagi,364,41.72,53
1232,2025-07-19,Bitung,Berawan,Malam,221,10.9,186
1233,2025-06-01,Makassar,Hujan Deras,Siang,227,42.41,33
1234,2025-06-14,Makassar,Cerah,Pagi,995,43.08,185
1235,2025-07-15,Tanjung Perak,Hujan Ringan,Siang,916,31.49,176
1236,2025-06-20,Bitung,Cerah,Siang,779,41.79,54
1237,2025-07-19,Belawan,Berawan,Malam,316,14.04,25
1238,2025-06-10,Makassar,Cerah,Malam,441,11.45,50
1239,2025-07-24,Tanjung Perak,Hujan Deras,Pagi,249,44.7,134
1240,2025-07-28,Makassar,Hujan Ringan,Siang,749,31.28,22
1241,2025-07-30,Bitung,Berawan,Pagi,303,29.89,17
1242,2025-07-25,Tanjung Priok,Hujan Ringan,Malam,339,21.33,38
1243,2025-07-23,Tanjung Priok,Berawan,Siang,713,46.74,180
1244,2025-07-27,Tanjung Priok,Badai,Pagi,933,47.32,16
1245,2025-07-15,Makassar,Berawan,Pagi,322,21.0,30
1246,2025-06-04,Tanjung Perak,Badai,Malam,728,44.25,148
1247,2025-06-22,Makassar,Hujan Deras,Pagi,959,48.4,200
1248,2025-06-14,Tanjung Priok,Berawan,Malam,329,19.73,155
1249,2025-07-20,Tanjung Priok,Hujan Ringan,Pagi,359,39.28,89
1250,2025-06-20,Makassar,Cerah,Siang,558,39.76,23
1251,2025-07-09,Makassar,Berawan,Pagi,171,16.07,63
1252,2025-07-04,Makassar,Badai,Malam,706,36.9,110
1253,2025-06-25,Makassar,Badai,Malam,551,29.34,27
1254,2025-06-08,Belawan,Hujan Ringan,Malam,236,44.71,141
1255,2025-06-09,Belawan,Berawan,Pagi,480,45.09,140
1256,2025-07-26,Tanjung Priok,Hujan Deras,Siang,292,29.01,91
1257,2025-07-25,Bitung,Hujan Ringan,Malam,608,49.19,200
1258,2025-07-17,Makassar,Hujan Deras,Siang,389,48.13,14
1259,2025-06-01,Tanjung Perak,Badai,Siang,653,23.99,115
1260,2025-07-30,Makassar,Badai,Siang,623,49.68,171
1261,2025-06-11,Makassar,Cerah,Malam,450,45.26,169
1262,2025-07-16,Bitung,Berawan,Malam,118,32.06,48
1263,2025-07-04,Belawan,Hujan Deras,Malam,731,13.97,147
1264,2025-07-13,Tanjung Priok,Hujan Deras,Malam,759,15.38,51
1265,2025-06-19,Makassar,Badai,Malam,252,24.36,129
1266,2025-06-10,Bitung,Cerah,Malam,971,41.71,114
1267,2025-06-25,Belawan,Hujan Ringan,Siang,971,47.95,121
1268,2025-07-08,Makassar,Cerah,Siang,177,39.02,99
1269,2025-06-20,Tanjung Perak,Cerah,Pagi,314,26.98,122
1270,2025-06-30,Tanjung Perak,Badai,Malam,735,40.92,17
1271,2025-06-01,Belawan,Cerah,Pagi,943,40.71,183
1272,2025-07-15,Belawan,Berawan,Siang,426,32.51,119
1273,2025-07-30,Tanjung Priok,Badai,Pagi,625,48.92,176
1274,2025-06-05,Tanjung Priok,Badai,Pagi,700,22.56,27
1275,2025-06-19,Bitung,Hujan Ringan,Pagi,524,12.68,110
1276,2025-06-22,Tanjung Perak,Hujan Ringan,Malam,602,35.71,158
1277,2025-07-19,Tanjung Priok,Hujan Deras,Pagi,517,41.61,76
1278,2025-07-01,Belawan,Badai,Siang,293,21.17,187
1279,2025-07-01,Bitung,Badai,Pagi,827,43.5,170
1280,2025-07-06,Tanjung Perak,Hujan Deras,Pagi,798,43.8,91
1281,2025-06-05,Bitung,Berawan,Malam,855,44.97,175
1282,2025-07-19,Tanjung Priok,Badai,Pagi,241,27.8,56
1283,2025-07-20,Belawan,Cerah,Malam,633,25.78,136
1284,2025-07-07,Tanjung Perak,Badai,Malam,131,10.74,11
1285,2025-06-19,Tanjung Perak,Badai,Siang,582,19.13,96
1286,2025-06-07,Tanjung Priok,Hujan Ringan,Siang,880,48.74,37
1287,2025-06-30,Tanjung Perak,Cerah,Pagi,565,21.88,108
1288,2025-07-19,Bitung,Badai,Pagi,216,39.7,63
1289,2025-06-14,Bitung,Hujan Ringan,Siang,837,23.98,40
1290,2025-06-10,Bitung,Hujan Ringan,Pagi,304,21.31,112
1291,2025-07-26,Tanjung Perak,Hujan Deras,Siang,288,22.89,110
1292,2025-06-14,Bitung,Badai,Siang,712,14.55,99
1293,2025-07-17,Belawan,Cerah,Malam,661,35.35,145
1294,2025-07-20,Tanjung Perak,Hujan Ringan,Siang,587,21.84,11
1295,2025-06-01,Belawan,Badai,Malam,744,25.49,67
1296,2025-07-02,Tanjung Priok,Cerah,Pagi,875,43.35,43
1297,2025-07-21,Bitung,Badai,Siang,665,22.92,55
1298,2025-06-03,Bitung,Hujan Ringan,Siang,993,41.71,91
1299,2025-07-17,Makassar,Badai,Siang,266,37.18,39
1300,2025-07-21,Tanjung Priok,Hujan Deras,Malam,465,32.43,118
1301,2025-06-09,Tanjung Priok,Cerah,Siang,791,23.68,90
1302,2025-07-08,Makassar,Berawan,Siang,851,39.56,82
1303,2025-07-05,Makassar,Berawan,Malam,586,22.71,97
1304,2025-07-28,Tanjung Priok,Badai,Siang,144,25.5,117
1305,2025-06-05,Tanjung Perak,Berawan,Malam,830,43.5,193
1306,2025-07-01,Belawan,Badai,Siang,177,17.46,194
1307,2025-07-04,Tanjung Priok,Berawan,Pagi,385,17.23,53
1308,2025-06-15,Bitung,Hujan Deras,Malam,823,49.99,113
1309,2025-07-20,Bitung,Badai,Pagi,957,33.06,16
1310,2025-06-01,Belawan,Hujan Deras,Pagi,819,49.1,93
1311,2025-06-07,Tanjung Perak,Hujan Deras,Malam,834,16.41,61
1312,2025-06-24,Tanjung Perak,Hujan Deras,Malam,204,42.9,107
1313,2025-07-29,Bitung,Hujan Deras,Pagi,435,27.36,167
1314,2025-06-14,Makassar,Berawan,Malam,219,31.05,80
1315,2025-07-25,Tanjung Priok,Hujan Ringan,Siang,898,30.11,170
1316,2025-07-01,Tanjung Priok,Hujan Deras,Malam,908,42.99,109
1317,2025-06-27,Makassar,Hujan Ringan,Malam,197,39.57,81
1318,2025-07-12,Makassar,Berawan,Malam,313,42.12,67
1319,2025-07-17,Tanjung Priok,Berawan,Siang,297,35.91,47
1320,2025-06-06,Belawan,Cerah,Siang,684,36.76,62
1321,2025-06-10,Tanjung Perak,Badai,Pagi,510,36.24,106
1322,2025-06-28,Tanjung Perak,Berawan,Malam,699,36.04,188
1323,2025-07-08,Bitung,Hujan Ringan,Siang,191,48.91,155
1324,2025-07-01,Makassar,Berawan,Malam,390,11.41,119
1325,2025-07-18,Makassar,Hujan Deras,Siang,626,28.24,108
1326,2025-07-07,Bitung,Hujan Ringan,Pagi,624,19.55,117
1327,2025-07-18,Belawan,Cerah,Malam,493,30.0,68
1328,2025-06-07,Tanjung Priok,Badai,Pagi,704,39.13,71
1329,2025-06-07,Tanjung Perak,Hujan Ringan,Pagi,973,28.47,25
1330,2025-06-16,Tanjung Perak,Badai,Malam,174,40.49,41
1331,2025-07-29,Tanjung Perak,Berawan,Siang,392,38.89,77
1332,2025-07-30,Tanjung Priok,Badai,Siang,634,33.75,180
1333,2025-07-10,Tanjung Perak,Berawan,Siang,331,17.17,105
1334,2025-07-08,Bitung,Badai,Malam,420,27.98,170
1335,2025-06-03,Tanjung Perak,Badai,Siang,940,45.21,173
1336,2025-06-02,Tanjung Priok,Badai,Malam,529,32.87,170
1337,2025-07-06,Bitung,Hujan Ringan,Pagi,742,17.02,74
1338,2025-06-09,Belawan,Badai,Malam,967,36.26,89
1339,2025-06-28,Belawan,Badai,Siang,961,15.7,137
1340,2025-06-12,Tanjung Priok,Berawan,Pagi,718,25.86,50
1341,2025-07-25,Tanjung Perak,Berawan,Malam,198,18.16,66
1342,2025-07-26,Tanjung Perak,Hujan Ringan,Malam,287,46.14,82
1343,2025-07-02,Bitung,Badai,Siang,664,14.89,99
1344,2025-07-09,Belawan,Berawan,Siang,103,49.32,172
1345,2025-06-28,Makassar,Cerah,Malam,307,49.24,65
1346,2025-06-28,Tanjung Perak,Hujan Deras,Malam,205,24.42,29
1347,2025-07-11,Belawan,Hujan Ringan,Malam,520,35.82,64
1348,2025-07-14,Bitung,Hujan Ringan,Siang,300,30.85,35
1349,2025-06-21,Tanjung Perak,Cerah,Siang,416,44.63,150
1350,2025-07-21,Makassar,Berawan,Malam,743,36.69,48
1351,2025-06-23,Tanjung Priok,Berawan,Malam,262,11.73,48
1352,2025-07-05,Tanjung Priok,Hujan Ringan,Pagi,213,16.25,160
1353,2025-06-23,Bitung,Berawan,Siang,247,13.12,51
1354,2025-06-06,Bitung,Berawan,Malam,187,46.16,51
1355,2025-06-07,Bitung,Berawan,Siang,294,32.78,197
1356,2025-07-18,Bitung,Hujan Ringan,Siang,578,43.2,39
1357,2025-06-28,Makassar,Cerah,Malam,338,16.3,74
1358,2025-06-04,Belawan,Badai,Siang,957,28.13,168
1359,2025-06-19,Makassar,Hujan Ringan,Pagi,160,18.91,164
1360,2025-06-17,Makassar,Hujan Ringan,Siang,686,41.57,126
1361,2025-07-04,Tanjung Perak,Cerah,Pagi,989,43.22,87
1362,2025-06-19,Belawan,Berawan,Siang,265,48.5,180
1363,2025-06-20,Belawan,Cerah,Malam,391,15.99,137
1364,2025-06-16,Makassar,Badai,Pagi,433,22.63,176
1365,2025-06-12,Bitung,Cerah,Malam,304,28.14,94
1366,2025-06-13,Belawan,Badai,Malam,712,10.12,30
1367,2025-07-19,Makassar,Hujan Ringan,Pagi,256,18.79,168
1368,2025-06-08,Belawan,Cerah,Siang,963,17.2,115
1369,2025-06-23,Makassar,Cerah,Pagi,535,31.04,132
1370,2025-07-01,Makassar,Badai,Malam,377,15.26,64
1371,2025-06-26,Bitung,Berawan,Malam,549,16.71,24
1372,2025-06-20,Bitung,Badai,Malam,786,15.82,10
1373,2025-06-29,Tanjung Priok,Badai,Malam,826,13.38,53
1374,2025-07-13,Makassar,Badai,Pagi,864,18.88,135
1375,2025-06-04,Tanjung Priok,Cerah,Malam,510,17.71,157
1376,2025-07-13,Bitung,Cerah,Siang,787,12.87,109
1377,2025-07-30,Belawan,Hujan Ringan,Malam,286,18.13,152
1378,2025-06-26,Belawan,Cerah,Pagi,388,45.56,12
1379,2025-06-07,Bitung,Hujan Ringan,Pagi,579,42.93,145
1380,2025-06-24,Tanjung Perak,Hujan Deras,Malam,540,22.13,17
1381,2025-06-15,Makassar,Hujan Ringan,Malam,114,37.69,46
1382,2025-06-05,Tanjung Priok,Hujan Deras,Malam,997,30.62,167
1383,2025-07-18,Bitung,Badai,Siang,927,29.03,121
1384,2025-06-03,Bitung,Badai,Siang,336,15.17,117
1385,2025-07-15,Belawan,Berawan,Pagi,776,35.16,88
1386,2025-06-15,Bitung,Badai,Siang,624,13.44,31
1387,2025-07-28,Belawan,Badai,Malam,476,38.15,12
1388,2025-06-04,Tanjung Priok,Cerah,Siang,913,33.9,98
1389,2025-06-25,Bitung,Hujan Ringan,Malam,705,20.32,81
1390,2025-06-23,Tanjung Perak,Cerah,Pagi,520,35.48,145
1391,2025-07-04,Bitung,Hujan Deras,Pagi,422,39.53,121
1392,2025-06-14,Bitung,Cerah,Pagi,980,14.67,169
1393,2025-06-21,Bitung,Cerah,Siang,444,25.89,183
1394,2025-06-07,Belawan,Badai,Siang,552,33.11,184
1395,2025-06-27,Bitung,Cerah,Pagi,661,26.86,200
1396,2025-06-16,Belawan,Berawan,Malam,587,22.41,73
1397,2025-07-30,Makassar,Hujan Ringan,Malam,785,39.47,77
1398,2025-07-09,Makassar,Hujan Deras,Siang,583,15.26,21
1399,2025-06-27,Tanjung Priok,Berawan,Malam,730,10.16,36
1400,2025-07-02,Makassar,Badai,Malam,500,26.15,18
1401,2025-06-02,Tanjung Priok,Badai,Pagi,459,19.01,179
1402,2025-07-17,Makassar,Cerah,Siang,391,38.9,196
1403,2025-06-20,Makassar,Berawan,Malam,745,40.11,70
1404,2025-07-05,Bitung,Hujan Deras,Pagi,589,23.38,100
1405,2025-06-05,Tanjung Priok,Cerah,Pagi,410,37.66,154
1406,2025-06-15,Makassar,Hujan Ringan,Malam,746,18.26,68
1407,2025-07-16,Belawan,Hujan Deras,Malam,996,19.71,200
1408,2025-06-17,Tanjung Perak,Badai,Malam,113,43.41,54
1409,2025-06-13,Belawan,Hujan Deras,Siang,470,37.86,153
1410,2025-06-13,Belawan,Badai,Pagi,450,46.46,184
1411,2025-07-17,Tanjung Perak,Cerah,Siang,529,26.44,109
1412,2025-07-04,Makassar,Hujan Ringan,Siang,376,48.92,94
1413,2025-06-10,Bitung,Hujan Ringan,Siang,336,27.46,182
1414,2025-07-14,Belawan,Cerah,Pagi,550,47.83,85
1415,2025-06-19,Tanjung Priok,Cerah,Pagi,807,19.2,83
1416,2025-06-10,Bitung,Berawan,Malam,861,48.95,78
1417,2025-06-03,Makassar,Hujan Deras,Pagi,953,48.03,144
1418,2025-07-21,Makassar,Badai,Siang,859,47.71,194
1419,2025-07-11,Tanjung Priok,Hujan Ringan,Malam,541,34.87,195
1420,2025-07-17,Belawan,Hujan Deras,Malam,403,16.14,172
1421,2025-06-22,Belawan,Cerah,Malam,909,35.33,147
1422,2025-06-07,Tanjung Priok,Hujan Deras,Pagi,424,15.5,113
1423,2025-07-28,Bitung,Hujan Ringan,Pagi,516,13.66,34
1424,2025-07-02,Makassar,Hujan Deras,Siang,593,29.42,10
1425,2025-07-30,Makassar,Badai,Pagi,117,31.16,100
1426,2025-06-19,Tanjung Perak,Hujan Deras,Siang,209,18.65,181
1427,2025-07-24,Tanjung Perak,Berawan,Pagi,771,21.94,23
1428,2025-07-25,Tanjung Priok,Hujan Deras,Malam,539,27.11,44
1429,2025-07-20,Tanjung Priok,Hujan Ringan,Siang,278,15.57,148
1430,2025-06-28,Makassar,Badai,Siang,298,16.45,159
1431,2025-07-06,Makassar,Berawan,Pagi,878,14.97,62
1432,2025-07-04,Makassar,Badai,Malam,651,16.69,129
1433,2025-06-26,Tanjung Perak,Berawan,Pagi,966,28.13,199
1434,2025-06-14,Makassar,Cerah,Pagi,294,11.18,48
1435,2025-07-21,Makassar,Badai,Pagi,202,15.26,108
1436,2025-06-06,Tanjung Perak,Badai,Siang,162,44.39,186
1437,2025-06-02,Tanjung Perak,Hujan Ringan,Siang,471,28.46,93
1438,2025-07-13,Bitung,Cerah,Pagi,164,43.96,30
1439,2025-07-07,Tanjung Perak,Cerah,Pagi,128,44.88,144
1440,2025-07-17,Bitung,Berawan,Siang,462,42.8,30
1441,2025-06-14,Makassar,Hujan Ringan,Pagi,979,11.66,51
1442,2025-06-27,Tanjung Priok,Cerah,Pagi,614,49.24,88
1443,2025-07-29,Belawan,Hujan Ringan,Malam,292,21.13,15
1444,2025-06-14,Tanjung Priok,Hujan Ringan,Malam,185,13.21,74
1445,2025-06-27,Makassar,Hujan Ringan,Pagi,286,22.72,144
1446,2025-06-30,Tanjung Priok,Hujan Deras,Siang,1000,21.46,66
1447,2025-06-17,Makassar,Badai,Siang,530,29.96,52
1448,2025-07-05,Belawan,Hujan Ringan,Pagi,903,30.25,145
1449,2025-06-02,Tanjung Perak,Hujan Ringan,Malam,969,24.55,141
1450,2025-07-29,Tanjung Priok,Hujan Deras,Pagi,351,18.72,176
1451,2025-07-21,Makassar,Hujan Deras,Siang,176,29.69,62
1452,2025-06-15,Tanjung Priok,Berawan,Siang,223,24.32,11
1453,2025-06-16,Tanjung Priok,Berawan,Pagi,227,24.44,27
1454,2025-06-05,Tanjung Priok,Berawan,Pagi,195,29.24,52
1455,2025-06-11,Makassar,Badai,Siang,720,45.06,131
1456,2025-06-15,Makassar,Hujan Ringan,Pagi,963,22.52,35
1457,2025-07-26,Bitung,Badai,Malam,319,18.73,116
1458,2025-06-15,Bitung,Badai,Siang,737,49.05,195
1459,2025-06-25,Bitung,Hujan Ringan,Pagi,303,23.61,181
1460,2025-06-16,Bitung,Hujan Deras,Malam,539,10.68,67
1461,2025-07-06,Makassar,Badai,Malam,284,21.3,44
1462,2025-07-17,Belawan,Cerah,Pagi,492,10.32,131
1463,2025-07-02,Tanjung Perak,Berawan,Siang,365,37.54,172
1464,2025-07-23,Belawan,Berawan,Siang,196,32.6,26
1465,2025-06-27,Bitung,Hujan Deras,Siang,334,10.91,193
1466,2025-06-27,Belawan,Hujan Ringan,Siang,523,39.48,189
1467,2025-07-11,Tanjung Perak,Hujan Ringan,Siang,481,25.92,155
1468,2025-07-29,Tanjung Priok,Cerah,Pagi,361,16.19,171
1469,2025-07-28,Tanjung Priok,Hujan Deras,Siang,494,12.79,144
1470,2025-07-30,Makassar,Cerah,Pagi,750,44.09,44
1471,2025-07-03,Bitung,Cerah,Malam,620,35.22,73
1472,2025-07-05,Bitung,Badai,Siang,546,19.37,75
1473,2025-07-06,Makassar,Berawan,Pagi,617,10.52,157
1474,2025-07-14,Bitung,Berawan,Pagi,610,18.96,133
1475,2025-07-01,Belawan,Badai,Siang,173,17.98,131
1476,2025-07-25,Tanjung Priok,Badai,Siang,377,27.13,80
1477,2025-07-10,Tanjung Perak,Hujan Ringan,Malam,668,45.6,161
1478,2025-07-07,Makassar,Hujan Deras,Malam,931,43.74,22
1479,2025-07-17,Tanjung Priok,Berawan,Pagi,168,45.77,149
1480,2025-07-07,Tanjung Priok,Badai,Siang,399,40.05,67
1481,2025-06-08,Tanjung Perak,Hujan Ringan,Siang,625,41.66,11
1482,2025-06-27,Bitung,Hujan Ringan,Siang,114,14.6,180
1483,2025-07-23,Belawan,Badai,Pagi,108,14.8,135
1484,2025-07-25,Tanjung Perak,Berawan,Pagi,616,37.32,151
1485,2025-07-18,Tanjung Priok,Hujan Ringan,Siang,353,33.6,156
1486,2025-07-02,Tanjung Perak,Hujan Ringan,Pagi,770,44.74,138
1487,2025-06-02,Belawan,Hujan Ringan,Malam,427,15.55,107
1488,2025-06-23,Tanjung Perak,Hujan Ringan,Pagi,319,14.46,157
1489,2025-07-02,Bitung,Berawan,Siang,366,41.55,127
1490,2025-06-22,Tanjung Priok,Badai,Siang,163,43.41,37
1491,2025-07-20,Tanjung Priok,Hujan Ringan,Malam,830,42.65,178
1492,2025-06-14,Tanjung Perak,Hujan Deras,Siang,463,25.15,193
1493,2025-07-20,Tanjung Priok,Cerah,Pagi,851,43.51,128
1494,2025-06-09,Tanjung Perak,Cerah,Malam,843,33.89,79
1495,2025-06-26,Tanjung Perak,Badai,Malam,848,41.65,26
1496,2025-06-03,Tanjung Priok,Cerah,Malam,380,29.88,23
1497,2025-06-10,Tanjung Priok,Hujan Deras,Pagi,667,37.77,33
1498,2025-07-10,Tanjung Perak,Badai,Malam,681,35.45,61
1499,2025-07-13,Makassar,Hujan Ringan,Malam,302,35.66,96
1500,2025-07-01,Tanjung Perak,Hujan Ringan,Malam,573,35.37,35
1501,2025-07-15,Tanjung Priok,Cerah,Malam,734,48.35,139
1502,2025-07-29,Makassar,Hujan Deras,Malam,953,33.03,192
1503,2025-06-16,Tanjung Perak,Badai,Malam,607,33.14,85
1504,2025-06-06,Bitung,Hujan Deras,Malam,915,32.33,32
1505,2025-07-03,Makassar,Badai,Siang,444,12.47,175
1506,2025-07-25,Bitung,Badai,Siang,874,35.52,21
1507,2025-07-03,Tanjung Perak,Badai,Siang,905,10.35,147
1508,2025-07-27,Belawan,Badai,Malam,356,43.84,66
1509,2025-07-15,Bitung,Hujan Deras,Malam,954,16.73,179
1510,2025-06-16,Bitung,Hujan Deras,Siang,453,39.29,27
1511,2025-06-29,Belawan,Hujan Deras,Malam,964,15.08,101
1512,2025-07-01,Tanjung Perak,Berawan,Malam,693,18.24,140
1513,2025-06-04,Makassar,Hujan Deras,Pagi,425,37.4,170
1514,2025-07-19,Tanjung Perak,Cerah,Siang,513,23.23,42
1515,2025-06-20,Tanjung Perak,Hujan Ringan,Malam,880,10.57,148
1516,2025-06-15,Makassar,Hujan Ringan,Malam,873,33.59,103
1517,2025-06-29,Bitung,Badai,Pagi,452,32.0,158
1518,2025-07-06,Bitung,Hujan Deras,Malam,223,47.18,99
1519,2025-07-25,Belawan,Badai,Pagi,307,46.29,149
1520,2025-06-18,Makassar,Hujan Ringan,Malam,699,31.29,176
1521,2025-07-12,Bitung,Cerah,Malam,334,31.1,102
1522,2025-07-19,Belawan,Badai,Siang,328,48.17,45
1523,2025-06-04,Bitung,Hujan Deras,Pagi,408,14.63,147
1524,2025-06-25,Tanjung Priok,Hujan Deras,Malam,286,38.32,151
1525,2025-06-18,Tanjung Priok,Hujan Deras,Malam,826,40.51,113
1526,2025-06-17,Makassar,Hujan Ringan,Siang,734,20.64,139
1527,2025-06-02,Bitung,Cerah,Malam,420,18.22,138
1528,2025-07-03,Tanjung Priok,Cerah,Siang,683,12.83,116
1529,2025-07-07,Belawan,Hujan Ringan,Pagi,541,45.18,75
1530,2025-06-10,Bitung,Berawan,Malam,290,13.21,43
1531,2025-07-18,Tanjung Priok,Badai,Pagi,625,32.71,35
1532,2025-07-23,Bitung,Berawan,Malam,832,21.02,56
1533,2025-07-17,Bitung,Badai,Siang,650,42.46,108
1534,2025-06-26,Bitung,Berawan,Siang,517,16.67,158
1535,2025-06-22,Tanjung Priok,Berawan,Siang,935,11.73,182
1536,2025-07-19,Bitung,Berawan,Siang,271,30.33,118
1537,2025-07-04,Belawan,Hujan Ringan,Pagi,418,40.8,168
1538,2025-06-06,Makassar,Berawan,Pagi,248,46.17,51
1539,2025-06-19,Tanjung Priok,Berawan,Siang,125,16.53,36
1540,2025-06-19,Bitung,Cerah,Siang,627,29.29,183
1541,2025-06-23,Tanjung Priok,Hujan Deras,Siang,898,48.03,71
1542,2025-06-07,Belawan,Badai,Malam,630,14.39,34
1543,2025-07-21,Tanjung Priok,Badai,Siang,690,11.17,26
1544,2025-07-01,Belawan,Hujan Ringan,Siang,243,20.33,196
1545,2025-06-09,Makassar,Hujan Ringan,Malam,637,11.04,136
1546,2025-06-11,Tanjung Priok,Hujan Ringan,Siang,518,20.45,60
1547,2025-06-15,Tanjung Perak,Badai,Malam,643,28.23,97
1548,2025-06-11,Belawan,Berawan,Siang,953,32.17,162
1549,2025-07-14,Bitung,Hujan Ringan,Siang,760,23.83,133
1550,2025-06-22,Belawan,Berawan,Malam,618,25.87,152
1551,2025-06-24,Belawan,Berawan,Malam,201,41.66,26
1552,2025-06-28,Tanjung Perak,Badai,Siang,454,31.86,133
1553,2025-07-22,Tanjung Perak,Hujan Deras,Malam,948,15.5,118
1554,2025-07-01,Tanjung Perak,Cerah,Malam,650,29.94,125
1555,2025-06-01,Belawan,Cerah,Pagi,114,21.35,40
1556,2025-07-29,Tanjung Perak,Berawan,Siang,457,46.37,176
1557,2025-07-20,Belawan,Badai,Malam,914,49.31,132
1558,2025-06-18,Bitung,Hujan Deras,Pagi,303,18.77,135
1559,2025-06-17,Belawan,Berawan,Pagi,667,15.52,48
1560,2025-07-03,Tanjung Priok,Hujan Ringan,Pagi,519,39.05,156
1561,2025-07-24,Tanjung Priok,Hujan Ringan,Malam,346,25.92,159
1562,2025-06-30,Bitung,Cerah,Malam,406,26.17,45
1563,2025-07-27,Tanjung Priok,Cerah,Pagi,502,14.95,176
1564,2025-07-27,Tanjung Perak,Berawan,Malam,862,25.93,193
1565,2025-06-21,Belawan,Cerah,Malam,810,15.85,88
1566,2025-06-13,Tanjung Priok,Berawan,Siang,401,18.01,191
1567,2025-07-02,Bitung,Cerah,Malam,673,40.31,125
1568,2025-07-11,Belawan,Hujan Deras,Siang,642,48.09,83
1569,2025-06-20,Tanjung Priok,Cerah,Pagi,946,41.49,28
1570,2025-06-23,Tanjung Perak,Hujan Deras,Siang,180,39.42,52
1571,2025-06-20,Tanjung Priok,Berawan,Siang,709,22.95,147
1572,2025-07-25,Tanjung Priok,Cerah,Pagi,185,36.94,107
1573,2025-06-03,Tanjung Priok,Hujan Deras,Malam,179,34.59,172
1574,2025-06-02,Bitung,Cerah,Malam,935,41.5,132
1575,2025-07-17,Tanjung Perak,Badai,Malam,508,11.31,55
1576,2025-06-11,Makassar,Badai,Siang,297,23.83,75
1577,2025-07-14,Bitung,Hujan Ringan,Pagi,165,34.88,88
1578,2025-07-07,Tanjung Priok,Badai,Pagi,359,10.98,118
1579,2025-06-14,Belawan,Berawan,Siang,729,39.97,197
1580,2025-06-18,Belawan,Cerah,Pagi,292,31.84,74
1581,2025-07-07,Bitung,Berawan,Malam,781,13.94,73
1582,2025-06-10,Bitung,Hujan Ringan,Malam,159,41.35,55
1583,2025-07-19,Bitung,Hujan Ringan,Malam,990,32.86,182
1584,2025-07-03,Makassar,Cerah,Pagi,142,13.51,73
1585,2025-07-16,Belawan,Hujan Ringan,Pagi,766,33.75,57
1586,2025-06-27,Belawan,Cerah,Siang,491,23.82,62
1587,2025-06-27,Belawan,Cerah,Pagi,523,48.4,130
1588,2025-07-08,Tanjung Priok,Berawan,Pagi,350,13.49,143
1589,2025-06-14,Tanjung Perak,Badai,Siang,117,11.17,106
1590,2025-06-21,Makassar,Hujan Ringan,Siang,816,14.32,165
1591,2025-07-05,Makassar,Badai,Pagi,380,25.58,109
1592,2025-07-28,Tanjung Perak,Cerah,Pagi,744,36.59,109
1593,2025-06-17,Makassar,Cerah,Malam,244,21.94,82
1594,2025-07-12,Tanjung Perak,Cerah,Malam,524,16.09,106
1595,2025-06-23,Makassar,Badai,Malam,125,19.14,52
1596,2025-07-09,Tanjung Perak,Berawan,Malam,333,22.39,27
1597,2025-06-28,Bitung,Hujan Deras,Siang,373,18.05,47
1598,2025-06-12,Belawan,Hujan Deras,Siang,758,49.64,110
1599,2025-06-26,Bitung,Badai,Malam,593,10.14,166
1600,2025-06-09,Bitung,Berawan,Pagi,581,15.87,39
1601,2025-06-16,Belawan,Hujan Ringan,Siang,541,35.9,118
1602,2025-07-06,Tanjung Priok,Hujan Deras,Pagi,920,35.18,103
1603,2025-06-24,Belawan,Hujan Deras,Pagi,150,28.67,171
1604,2025-07-20,Belawan,Cerah,Malam,358,34.98,67
1605,2025-07-02,Belawan,Hujan Ringan,Malam,230,25.34,170
1606,2025-06-26,Tanjung Priok,Cerah,Malam,645,19.98,54
1607,2025-07-24,Makassar,Berawan,Malam,330,11.96,12
1608,2025-06-15,Tanjung Priok,Cerah,Malam,111,29.97,96
1609,2025-06-07,Bitung,Berawan,Pagi,641,14.2,161
